"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 22 09:33:22 IST 2022","Fri Jul 22 09:33:24 IST 2022","2818","","Advansed Web Interaction inventory","","Advansed Web Interaction inventory","INT_TC001: Demo Advansed Web interaction inventory","INT_TC001: Demo Advansed Web interaction inventory",""
